f,lg_k
181.0,6.7474121249823265
241.0,13.643403935148687
361.0,26.596728059885855
542.0,38.96146604556151
722.0,38.968692821578244
1084.0,37.97903874771782
1445.0,28.46153162118013
2167.0,13.05495739248137
2890.0,7.785393467202198
